"ROLE_ID","FUNCTION_CODE","PERMISSIONS_SUM","OPTIMISTICLOCKVERSION"
"47","USER_ROLE","15","0"
"47","SMTP_CONFIGURATION","1999","0"
"47","USER_ACCOUNT","1999","0"
"48","USER_ACCOUNT","1807","0"
"49","USER_ACCOUNT","1870","0"
"49","USER_ROLE","15","0"
"47","MSG_REPORT","2","0"
"47","ACCOUNT_CONFIGURATION","1999","0"
