"ROLE_ID","FUNCTION_CODE","ACCESS_RIGHT","CREATE_DATE","CREATOR_ACC_ID","UPDATE_DATE","UPDATE_BY_ACC_ID","OPTLOCK_VER","BEFORE_ACTIVE","AFTER_ACTIVE"
"7","PRODUCTION","RW","2018-11-08 09:42:13.754000",NULL,"2019-03-01 09:38:08.673000","ff808081692ecd2001693261af030001","2","NACT","NACT"
"7","USER_ACCOUNT","","2018-11-08 09:42:13.735000",NULL,"2019-03-01 09:38:08.685000","ff808081692ecd2001693261af030001","2","NACT","NACT"
"7","USER_ROLE","","2018-11-08 09:42:13.719000",NULL,"2019-03-01 09:38:08.699000","ff808081692ecd2001693261af030001","2","NACT","NACT"
"8","ADJUSTMENT","","2018-11-08 09:42:23.970000",NULL,"2018-11-08 16:53:15.259000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","DEPOSIT_CASH_OUT","","2018-11-08 09:42:23.936000",NULL,"2018-11-08 16:53:15.305000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","ENQUIRY","","2018-11-08 09:42:23.924000",NULL,"2018-11-08 16:53:15.320000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","MONEY_POOL_DETAIL_TRANSACTION","","2018-11-08 09:42:23.913000",NULL,"2018-11-08 16:53:15.335000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","MONEY_POOL_LISTING","","2018-11-08 09:42:23.901000",NULL,"2018-11-08 16:53:15.349000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","PREPRODUCTION","","2018-11-08 09:42:23.890000",NULL,"2018-11-08 16:53:15.365000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","PRODUCTION","","2018-11-08 09:42:23.878000",NULL,"2018-11-08 16:53:15.380000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","USER_ACCOUNT","RW","2018-11-08 09:42:23.861000",NULL,"2018-11-08 16:53:15.396000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"8","USER_ROLE","RW","2018-11-08 09:42:23.849000",NULL,"2018-11-08 16:53:15.417000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
